repository,file_path,extension,size_bytes,total_thrust,nvidia_apis,thrust_patterns
h2oai/h2o4gpu,src/gpu/kmeans/kmeans_impl.h,.h,8325,78,0,"{'thrust::': 27, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 27, 'device_vector\\s*<': 17, 'host_vector\\s*<': 4}"
h2oai/h2o4gpu,src/gpu/kmeans/kmeans_labels.cu,.cu,11852,72,0,"{'thrust::': 30, 'thrust\\s*::\\s*\\w+': 30, 'device_vector\\s*<': 12}"
h2oai/h2o4gpu,src/gpu/data/matrix.cuh,.cuh,14772,65,5,"{'thrust::': 32, 'thrust\\s*::\\s*\\w+': 32, 'host_vector\\s*<': 1}"
h2oai/h2o4gpu,tests/cpp/gpu/kmeans/test_kmeans_h2o4gpu.cu,.cu,4322,67,0,"{'thrust::': 22, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 22, 'device_vector\\s*<': 12, 'host_vector\\s*<': 10}"
GooFit/GooFit,src/PDFs/physics/Amp4Body_TD.cu,.cu,41655,160,29,"{'thrust::': 76, 'thrust\\s*::\\s*\\w+': 76, 'device_vector\\s*<': 8}"
GooFit/GooFit,src/PDFs/physics/Amp3Body_TD.cu,.cu,38256,157,30,"{'thrust::': 75, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 75, 'device_vector\\s*<': 6}"
GooFit/GooFit,src/PDFs/physics/Amp4Body.cu,.cu,26941,118,29,"{'thrust::': 55, 'thrust\\s*::\\s*\\w+': 55, 'device_vector\\s*<': 8}"
GooFit/GooFit,src/PDFs/physics/detail/NormEvents_4Body_Base.cu,.cu,13474,121,24,"{'thrust::': 57, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 57, 'device_vector\\s*<': 3}"
GooFit/GooFit,src/PDFs/physics/Amp3Body.cu,.cu,21483,118,24,"{'thrust::': 54, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 54, 'device_vector\\s*<': 8}"
GooFit/GooFit,src/PDFs/GooPdf.cu,.cu,13783,84,15,"{'thrust::': 34, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 34, 'device_vector\\s*<': 2, 'host_vector\\s*<': 6}"
GooFit/GooFit,src/PDFs/physics/Amp3Body_IS.cu,.cu,9380,44,10,"{'thrust::': 20, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 20, 'device_vector\\s*<': 2}"
GooFit/GooFit,include/goofit/detail/ThrustOverride.h,.h,4677,49,3,"{'thrust::': 19, '#include\\s*<thrust/': 11, 'thrust\\s*::\\s*\\w+': 19}"
GooFit/GooFit,src/PDFs/combine/ConvolutionPdf.cu,.cu,13918,40,10,"{'thrust::': 18, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 18, 'device_vector\\s*<': 2}"
GooFit/GooFit,src/PDFs/physics/detail/SpecialDalitzIntegrator.cu,.cu,5576,41,0,"{'thrust::': 20, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 20}"
rapidsai/cuml,cpp/tests/sg/svc_test.cu,.cu,79804,124,22,"{'thrust::': 58, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 58}"
rapidsai/cuml,cpp/tests/sg/rf_test.cu,.cu,58870,141,5,"{'thrust::': 48, '#include\\s*<thrust/': 13, 'thrust\\s*::\\s*\\w+': 48, 'device_vector\\s*<': 25, 'host_vector\\s*<': 7}"
rapidsai/cuml,cpp/src/hdbscan/condensed_hierarchy.cu,.cu,8335,95,16,"{'thrust::': 42, '#include\\s*<thrust/': 11, 'thrust\\s*::\\s*\\w+': 42}"
rapidsai/cuml,cpp/src/hdbscan/detail/select.cuh,.cuh,19187,70,12,"{'thrust::': 29, '#include\\s*<thrust/': 12, 'thrust\\s*::\\s*\\w+': 29}"
rapidsai/cuml,cpp/src/genetic/fitness.cuh,.cuh,11927,69,8,"{'thrust::': 26, '#include\\s*<thrust/': 11, 'thrust\\s*::\\s*\\w+': 26, 'device_vector\\s*<': 6}"
rapidsai/cuml,cpp/src/arima/batched_arima.cu,.cu,37254,66,4,"{'thrust::': 30, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 30}"
rapidsai/cuml,cpp/src/tsa/auto_arima.cuh,.cuh,17483,57,8,"{'thrust::': 25, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 25}"
rapidsai/cuml,cpp/src/hdbscan/detail/stabilities.cuh,.cuh,8839,55,10,"{'thrust::': 23, '#include\\s*<thrust/': 9, 'thrust\\s*::\\s*\\w+': 23}"
rapidsai/cuml,cpp/src/hdbscan/prediction_data.cu,.cu,10809,43,10,"{'thrust::': 18, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 18}"
rapidsai/cuml,cpp/src/umap/simpl_set_embed/algo.cuh,.cuh,13326,42,7,"{'thrust::': 19, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 19}"
projectchrono/chrono,src/chrono_fsi/sph/utils/UtilsPrintSph.cu,.cu,27088,286,0,"{'thrust::': 95, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 95, 'device_vector\\s*<': 26, 'host_vector\\s*<': 69}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiDataManager.cuh,.cuh,20853,260,0,"{'thrust::': 88, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 88, 'device_vector\\s*<': 51, 'host_vector\\s*<': 27}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiDataManager.cu,.cu,37595,210,14,"{'thrust::': 91, '#include\\s*<thrust/': 12, 'thrust\\s*::\\s*\\w+': 91, 'device_vector\\s*<': 14, 'host_vector\\s*<': 2}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiForceISPH.cu,.cu,64440,99,7,"{'thrust::': 44, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 44, 'device_vector\\s*<': 8}"
projectchrono/chrono,src/chrono_fsi/sph/physics/BceManager.cu,.cu,56377,88,10,"{'thrust::': 35, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 35, 'device_vector\\s*<': 12, 'host_vector\\s*<': 2}"
projectchrono/chrono,src/chrono_fsi/sph/utils/UtilsPrintSph.cuh,.cuh,5221,98,0,"{'thrust::': 32, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 32, 'device_vector\\s*<': 26, 'host_vector\\s*<': 6}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiParticleRelocator.cu,.cu,7773,74,5,"{'thrust::': 30, '#include\\s*<thrust/': 14, 'thrust\\s*::\\s*\\w+': 30}"
projectchrono/chrono,src/chrono/multicore_math/thrust.h,.h,5826,66,8,"{'thrust::': 29, '#include\\s*<thrust/': 8, 'thrust\\s*::\\s*\\w+': 29}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiForce.cu,.cu,3604,58,2,"{'thrust::': 20, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 20, 'device_vector\\s*<': 16}"
projectchrono/chrono,src/chrono_fsi/sph/physics/FsiInterface.cu,.cu,4874,43,6,"{'thrust::': 16, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 16, 'device_vector\\s*<': 6, 'host_vector\\s*<': 2}"
Qiskit/qiskit-aer,src/simulators/statevector/chunk/thrust_kernels.hpp,.hpp,66980,429,1,"{'thrust::': 214, 'thrust\\s*::\\s*\\w+': 214, 'thrust\\.h': 1}"
Qiskit/qiskit-aer,src/simulators/statevector/chunk/device_chunk_container.hpp,.hpp,43507,265,6,"{'thrust::': 132, 'thrust\\s*::\\s*\\w+': 132, 'host_vector\\s*<': 1}"
Qiskit/qiskit-aer,src/simulators/tensor_network/tensor_net_contractor_cuTensorNet.hpp,.hpp,40649,170,4,"{'thrust::': 81, 'thrust\\s*::\\s*\\w+': 81, 'device_vector\\s*<': 7, 'thrust\\.h': 1}"
Qiskit/qiskit-aer,src/simulators/density_matrix/densitymatrix_thrust.hpp,.hpp,46303,161,0,"{'thrust::': 80, 'thrust\\s*::\\s*\\w+': 80, 'thrust\\.h': 1}"
Qiskit/qiskit-aer,src/simulators/statevector/qubitvector_thrust.hpp,.hpp,107788,129,0,"{'thrust::': 64, 'thrust\\s*::\\s*\\w+': 64, 'host_vector\\s*<': 1}"
Qiskit/qiskit-aer,src/simulators/statevector/chunk/chunk_container.hpp,.hpp,40337,107,6,"{'thrust::': 53, 'thrust\\s*::\\s*\\w+': 53, 'thrust\\.h': 1}"
Qiskit/qiskit-aer,src/simulators/statevector/chunk/host_chunk_container.hpp,.hpp,10423,83,2,"{'thrust::': 41, 'thrust\\s*::\\s*\\w+': 41, 'host_vector\\s*<': 1}"
Qiskit/qiskit-aer,src/simulators/statevector/chunk/cuda_kernels.hpp,.hpp,9736,24,0,"{'thrust::': 12, 'thrust\\s*::\\s*\\w+': 12}"
Qiskit/qiskit-aer,src/misc/wrap_thrust.hpp,.hpp,1620,18,0,{'#include\\s*<thrust/': 18}
Qiskit/qiskit-aer,src/simulators/statevector/chunk/chunk.hpp,.hpp,16844,16,0,"{'thrust::': 8, 'thrust\\s*::\\s*\\w+': 8}"
isce-framework/isce3,tests/cxx/isce3/cuda/fft/cuda-fft.cu,.cu,8855,183,0,"{'thrust::': 78, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 78, 'device_vector\\s*<': 25}"
isce-framework/isce3,tests/cxx/isce3/cuda/fft/cuda-fftplan.cu,.cu,6960,124,0,"{'thrust::': 52, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 52, 'device_vector\\s*<': 18}"
isce-framework/isce3,cxx/isce3/cuda/fft/FFT.h,.h,7025,120,0,"{'thrust::': 60, 'thrust\\s*::\\s*\\w+': 60}"
isce-framework/isce3,cxx/isce3/cuda/signal/gpuCrossMul.cu,.cu,23477,92,0,"{'thrust::': 37, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 37, 'device_vector\\s*<': 11, 'host_vector\\s*<': 4}"
isce-framework/isce3,cxx/isce3/cuda/signal/gpuSignal.cu,.cu,36897,86,0,"{'thrust::': 43, 'thrust\\s*::\\s*\\w+': 43}"
isce-framework/isce3,cxx/isce3/cuda/focus/Backproject.cu,.cu,29585,79,3,"{'thrust::': 30, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 30, 'device_vector\\s*<': 15}"
isce-framework/isce3,cxx/isce3/cuda/fft/FFTPlan.h,.h,18555,73,0,"{'thrust::': 36, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 36}"
isce-framework/isce3,tests/cxx/isce3/cuda/fft/FFTTestHelper.h,.h,6894,71,0,"{'thrust::': 33, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 33, 'device_vector\\s*<': 3}"
isce-framework/isce3,cxx/isce3/cuda/geocode/MaskedMinMax.cu,.cu,4395,57,4,"{'thrust::': 25, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 25, 'device_vector\\s*<': 2}"
isce-framework/isce3,cxx/isce3/cuda/image/gpuResampSlc.cu,.cu,14146,52,0,"{'thrust::': 22, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 22, 'device_vector\\s*<': 5, 'host_vector\\s*<': 1}"
abacusmodeling/abacus-develop,source/source_pw/module_pwdft/kernels/cuda/stress_op.cu,.cu,41205,183,0,"{'thrust::': 91, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 91}"
abacusmodeling/abacus-develop,source/source_pw/module_pwdft/kernels/rocm/stress_op.hip.cu,.cu,40946,177,0,"{'thrust::': 88, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 88}"
abacusmodeling/abacus-develop,source/source_pw/module_pwdft/kernels/cuda/force_op.cu,.cu,31483,127,0,"{'thrust::': 63, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 63}"
abacusmodeling/abacus-develop,source/source_pw/module_pwdft/kernels/rocm/force_op.hip.cu,.cu,26638,123,0,"{'thrust::': 61, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 61}"
abacusmodeling/abacus-develop,source/source_hsolver/kernels/cuda/bpcg_kernel_op.cu,.cu,17888,67,0,"{'thrust::': 33, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 33}"
abacusmodeling/abacus-develop,source/source_hsolver/kernels/rocm/bpcg_kernel_op.hip.cu,.cu,13811,67,0,"{'thrust::': 33, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 33}"
abacusmodeling/abacus-develop,source/source_base/kernels/cuda/math_kernel_op_vec.cu,.cu,18380,45,0,"{'thrust::': 22, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 22}"
abacusmodeling/abacus-develop,source/source_base/kernels/rocm/math_kernel_op_vec.hip.cu,.cu,20594,45,0,"{'thrust::': 22, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 22}"
abacusmodeling/abacus-develop,source/source_base/kernels/rocm/math_kernel_op.hip.cu,.cu,22686,33,0,"{'thrust::': 16, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 16}"
abacusmodeling/abacus-develop,source/source_basis/module_pw/kernels/cuda/pw_op.cu,.cu,7278,33,0,"{'thrust::': 16, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 16}"
PointCloudLibrary/pcl,cuda/io/src/disparity_to_cloud.cu,.cu,22027,183,22,"{'thrust::': 89, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 89, 'device_vector\\s*<': 2, 'host_vector\\s*<': 1}"
PointCloudLibrary/pcl,gpu/surface/src/cuda/convex_hull.cu,.cu,23010,168,7,"{'thrust::': 78, '#include\\s*<thrust/': 12, 'thrust\\s*::\\s*\\w+': 78}"
PointCloudLibrary/pcl,cuda/sample_consensus/src/sac_model_1point_plane.cu,.cu,34387,99,14,"{'thrust::': 48, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 48}"
PointCloudLibrary/pcl,gpu/features/src/centroid.cu,.cu,6486,72,4,"{'thrust::': 33, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 33}"
PointCloudLibrary/pcl,cuda/sample_consensus/src/sac_model_plane.cu,.cu,15541,66,8,"{'thrust::': 32, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 32}"
PointCloudLibrary/pcl,cuda/sample_consensus/src/sac_model.cu,.cu,7713,54,15,"{'thrust::': 25, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 25}"
PointCloudLibrary/pcl,cuda/common/include/pcl/cuda/point_cloud.h,.h,12199,63,4,"{'thrust::': 30, 'thrust\\s*::\\s*\\w+': 30, 'device_vector\\s*<': 1, 'host_vector\\s*<': 1, 'thrust\\.h': 1}"
PointCloudLibrary/pcl,cuda/io/src/debayering.cu,.cu,14387,59,5,"{'thrust::': 25, 'thrust\\s*::\\s*\\w+': 25, 'device_vector\\s*<': 7, 'host_vector\\s*<': 1, 'thrust\\.h': 1}"
PointCloudLibrary/pcl,cuda/io/src/kinect_smoothing.cu,.cu,15287,52,2,"{'thrust::': 24, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 24, 'device_vector\\s*<': 2, 'host_vector\\s*<': 1}"
PointCloudLibrary/pcl,gpu/octree/src/cuda/octree_builder.cu,.cu,14403,48,5,"{'thrust::': 21, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 21}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/01.05-Serial-vs-Parallel/Solutions/ach.h,.h,4942,57,0,"{'thrust::': 22, '#include\\s*<thrust/': 13, 'thrust\\s*::\\s*\\w+': 22}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/01.05-Serial-vs-Parallel/Sources/ach.h,.h,4942,57,0,"{'thrust::': 22, '#include\\s*<thrust/': 13, 'thrust\\s*::\\s*\\w+': 22}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/03.05-Shared-Memory/Solutions/ach.cuh,.cuh,6176,55,1,"{'thrust::': 21, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 21, 'device_vector\\s*<': 4, 'host_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/03.05-Shared-Memory/Sources/ach.cuh,.cuh,6176,55,1,"{'thrust::': 21, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 21, 'device_vector\\s*<': 4, 'host_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/03.04-Synchronization/Solutions/ach.cuh,.cuh,6176,55,1,"{'thrust::': 21, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 21, 'device_vector\\s*<': 4, 'host_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/03.04-Synchronization/Sources/ach.cuh,.cuh,6176,55,1,"{'thrust::': 21, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 21, 'device_vector\\s*<': 4, 'host_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/01.04-Vocabulary-Types/Sources/ach.h,.h,4173,51,0,"{'thrust::': 20, '#include\\s*<thrust/': 11, 'thrust\\s*::\\s*\\w+': 20}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/02.02-Asynchrony/Solutions/ach.h,.h,5331,50,0,"{'thrust::': 17, '#include\\s*<thrust/': 14, 'thrust\\s*::\\s*\\w+': 17, 'device_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/02.02-Asynchrony/Sources/ach.h,.h,5329,50,0,"{'thrust::': 17, '#include\\s*<thrust/': 14, 'thrust\\s*::\\s*\\w+': 17, 'device_vector\\s*<': 2}"
NVIDIA/accelerated-computing-hub,gpu-cpp-tutorial/notebooks/02.03-Streams/Solutions/ach.h,.h,5347,50,0,"{'thrust::': 17, '#include\\s*<thrust/': 14, 'thrust\\s*::\\s*\\w+': 17, 'device_vector\\s*<': 2}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/thrust_kernels.hpp,.hpp,57653,365,1,"{'thrust::': 182, 'thrust\\s*::\\s*\\w+': 182, 'thrust\\.h': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/device_chunk_container.hpp,.hpp,36079,255,6,"{'thrust::': 127, 'thrust\\s*::\\s*\\w+': 127, 'host_vector\\s*<': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/density_matrix/densitymatrix_thrust.hpp,.hpp,44559,161,0,"{'thrust::': 80, 'thrust\\s*::\\s*\\w+': 80, 'thrust\\.h': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/qubitvector_thrust.hpp,.hpp,101799,129,0,"{'thrust::': 64, 'thrust\\s*::\\s*\\w+': 64, 'host_vector\\s*<': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/chunk_container.hpp,.hpp,31971,105,6,"{'thrust::': 52, 'thrust\\s*::\\s*\\w+': 52, 'thrust\\.h': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/host_chunk_container.hpp,.hpp,9148,83,2,"{'thrust::': 41, 'thrust\\s*::\\s*\\w+': 41, 'host_vector\\s*<': 1}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/cuda_kernels.hpp,.hpp,8714,24,0,"{'thrust::': 12, 'thrust\\s*::\\s*\\w+': 12}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/misc/wrap_thrust.hpp,.hpp,1430,18,0,{'#include\\s*<thrust/': 18}
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/chunk.hpp,.hpp,13380,16,0,"{'thrust::': 8, 'thrust\\s*::\\s*\\w+': 8}"
eclipse-xacc/xacc,quantum/plugins/ibm/aer/src/simulators/statevector/chunk/cuStateVec_chunk_container.hpp,.hpp,27788,10,0,"{'thrust::': 5, 'thrust\\s*::\\s*\\w+': 5}"
isi-nlp/Zoph_RNN,src/tree_LSTM.hpp,.hpp,40180,204,0,"{'thrust::': 102, 'thrust\\s*::\\s*\\w+': 102}"
isi-nlp/Zoph_RNN,src/Input_To_Hidden_Layer.hpp,.hpp,54035,118,0,"{'thrust::': 59, 'thrust\\s*::\\s*\\w+': 59}"
isi-nlp/Zoph_RNN,src/bi_encoder.hpp,.hpp,38567,106,0,"{'thrust::': 53, 'thrust\\s*::\\s*\\w+': 53}"
isi-nlp/Zoph_RNN,src/softmax.hpp,.hpp,40249,74,0,"{'thrust::': 37, 'thrust\\s*::\\s*\\w+': 37}"
isi-nlp/Zoph_RNN,src/Hidden_To_Hidden_Layer.hpp,.hpp,33516,64,0,"{'thrust::': 32, 'thrust\\s*::\\s*\\w+': 32}"
isi-nlp/Zoph_RNN,src/encoder_multi_source.hpp,.hpp,23438,56,0,"{'thrust::': 28, 'thrust\\s*::\\s*\\w+': 28}"
isi-nlp/Zoph_RNN,src/attention_layer.hpp,.hpp,28923,52,0,"{'thrust::': 26, 'thrust\\s*::\\s*\\w+': 26}"
isi-nlp/Zoph_RNN,src/BZ_CUDA_UTIL.h,.h,32848,48,0,"{'thrust::': 20, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 20, 'host_vector\\s*<': 4}"
isi-nlp/Zoph_RNN,src/NCE.hpp,.hpp,43342,46,0,"{'thrust::': 23, 'thrust\\s*::\\s*\\w+': 23}"
isi-nlp/Zoph_RNN,src/model.hpp,.hpp,111998,44,0,"{'thrust::': 22, 'thrust\\s*::\\s*\\w+': 22}"
NVIDIA/cutlass,test/unit/cute/ampere/ldsm.cu,.cu,14320,148,0,"{'thrust::': 58, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 58, 'device_vector\\s*<': 15, 'host_vector\\s*<': 15}"
NVIDIA/cutlass,test/unit/cute/hopper/stsm.cu,.cu,14367,148,0,"{'thrust::': 58, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 58, 'device_vector\\s*<': 15, 'host_vector\\s*<': 15}"
NVIDIA/cutlass,test/unit/cute/cooperative_gemm_common.hpp,.hpp,30665,60,0,"{'thrust::': 22, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 22, 'device_vector\\s*<': 8, 'host_vector\\s*<': 6}"
NVIDIA/cutlass,test/unit/gemm/device/sm90_gemm_f8_f8_f8_tensor_op_f32_blockwise.cu,.cu,12010,45,0,"{'thrust::': 21, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 21}"
NVIDIA/cutlass,test/unit/gemm/device/sm100_gemm_f8_f8_f8_tensor_op_f32_blockwise.cu,.cu,12854,45,0,"{'thrust::': 21, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 21}"
NVIDIA/cutlass,test/unit/gemm/device/sm90_gett_f16_f16_f16_tensor_op.cu,.cu,7193,32,0,"{'thrust::': 10, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 10, 'device_vector\\s*<': 5, 'host_vector\\s*<': 5}"
NVIDIA/cutlass,examples/51_hopper_gett/51_hopper_gett.cu,.cu,17340,30,0,"{'thrust::': 10, 'thrust\\s*::\\s*\\w+': 10, 'device_vector\\s*<': 5, 'host_vector\\s*<': 5}"
NVIDIA/cutlass,examples/cute/tutorial/blackwell/02_mma_tma_sm100.cu,.cu,35790,29,0,"{'thrust::': 9, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 9, 'device_vector\\s*<': 4, 'host_vector\\s*<': 5}"
NVIDIA/cutlass,examples/cute/tutorial/blackwell/04_mma_tma_2sm_sm100.cu,.cu,40253,29,0,"{'thrust::': 9, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 9, 'device_vector\\s*<': 4, 'host_vector\\s*<': 5}"
NVIDIA/cutlass,examples/cute/tutorial/blackwell/01_mma_sm100.cu,.cu,31848,29,0,"{'thrust::': 9, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 9, 'device_vector\\s*<': 4, 'host_vector\\s*<': 5}"
petsc/petsc,src/mat/impls/aij/seq/seqcusparse/aijcusparse.cu,.cu,263036,399,68,"{'thrust::': 197, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 197}"
petsc/petsc,src/vec/vec/impls/seq/cupm/vecseqcupm_impl.hpp,.hpp,85124,244,34,"{'thrust::': 117, '#include\\s*<thrust/': 10, 'thrust\\s*::\\s*\\w+': 117}"
petsc/petsc,src/snes/tutorials/ex47cu.cu,.cu,7269,84,4,"{'thrust::': 39, '#include\\s*<thrust/': 6, 'thrust\\s*::\\s*\\w+': 39}"
petsc/petsc,src/sys/classes/random/impls/curand/curand2.cu,.cu,2147,37,4,"{'thrust::': 17, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 17}"
petsc/petsc,include/petsc/private/matdensecupmimpl.h,.h,27052,32,2,"{'thrust::': 12, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 12, 'device_vector\\s*<': 1}"
petsc/petsc,src/mat/impls/h2opus/cuda/math2opus.cu,.cu,75133,32,0,"{'thrust::': 11, 'thrust\\s*::\\s*\\w+': 11, 'device_vector\\s*<': 5, 'host_vector\\s*<': 5}"
petsc/petsc,src/ksp/ksp/impls/hpddm/cuda/hpddm.cu,.cu,2515,27,0,"{'thrust::': 13, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 13}"
petsc/petsc,src/mat/impls/dense/seq/cupm/matseqdensecupm.hpp,.hpp,83236,19,4,"{'thrust::': 9, 'thrust\\s*::\\s*\\w+': 9, 'device_vector\\s*<': 1}"
petsc/petsc,src/mat/impls/h2opus/cuda/math2opusutils.cu,.cu,7528,19,0,"{'thrust::': 8, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 8}"
petsc/petsc,src/sys/objects/device/impls/cupm/cupmthrustutility.hpp,.hpp,2237,17,0,"{'thrust::': 7, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 7}"
quiver-team/torch-quiver,srcs/cpp/include/quiver/quiver.cu.hpp,.hpp,17577,258,18,"{'thrust::': 112, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 112, 'device_vector\\s*<': 32}"
quiver-team/torch-quiver,srcs/cpp/include/quiver/reindex.cu.hpp,.hpp,15981,244,9,"{'thrust::': 100, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 100, 'device_vector\\s*<': 42}"
quiver-team/torch-quiver,srcs/cpp/src/quiver/cuda/quiver_sample.cu,.cu,20911,208,3,"{'thrust::': 88, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 88, 'device_vector\\s*<': 30}"
quiver-team/torch-quiver,srcs/cpp/include/quiver/zip.cu.hpp,.hpp,2712,120,13,"{'thrust::': 46, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 46, 'device_vector\\s*<': 25}"
quiver-team/torch-quiver,tests/cpp/test_async_algo.cu,.cu,1968,43,1,"{'thrust::': 18, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 18, 'device_vector\\s*<': 6}"
